Transaction ID,Country,City,Product Category,Revenue,Units Sold,Profit Margin,Transaction Date,Employee ID,Customer Segment,Order Priority,Sales Channel
T008328,Italy,Naples,Electronics,345.22,98,0.19,2023-08-17,E5858,Small Business,Medium,Offline
T008329,Netherlands,Rotterdam,Apparel,813.82,46,0.13,2023-09-02,E5293,Corporate,Medium,Online
T008330,Norway,Bergen,Toys,352.74,15,0.2,2023-03-12,E1830,Small Business,High,Online
T008331,Sweden,Gothenburg,Toys,867.38,99,0.14,2023-03-21,E2622,Retail,Medium,Offline
T008332,Belgium,Brussels,Sports,876.16,59,0.29,2023-05-17,E8542,Corporate,Low,Online
T008333,France,Marseille,Apparel,418.4,56,0.14,2023-05-20,E3957,Small Business,Medium,Offline
T008334,Spain,Barcelona,Apparel,198.76,70,0.23,2023-06-21,E3201,Small Business,Low,Offline
T008335,Spain,Valencia,Toys,768.93,8,0.24,2023-05-06,E2430,Retail,Low,Online
T008336,France,Marseille,Sports,336.26,27,0.09,2023-05-16,E7607,Small Business,High,Online
T008337,Germany,Berlin,Sports,500.61,54,0.2,2023-02-17,E1732,Corporate,Medium,Offline
T008338,Norway,Bergen,Sports,582.77,66,0.23,2023-02-16,E3096,Corporate,High,Offline
T008339,Norway,Oslo,Toys,279.08,1,0.15,2023-09-06,E9869,Retail,Low,Online
T008340,Belgium,Brussels,Sports,291.78,17,0.16,2023-07-16,E6657,Small Business,Low,Offline
T008341,Denmark,Aarhus,Apparel,121.94,97,0.08,2023-05-25,E9215,Retail,High,Online
T008342,Belgium,Antwerp,Apparel,822.01,30,0.2,2023-01-26,E8747,Retail,Medium,Offline
T008343,Sweden,Stockholm,Electronics,820.18,50,0.08,2023-09-08,E8184,Small Business,Medium,Offline
T008344,United Kingdom,Birmingham,Home Goods,76.54,6,0.22,2023-05-27,E1331,Small Business,Low,Online
T008345,Spain,Madrid,Toys,946.04,96,0.12,2023-05-19,E4353,Retail,High,Online
T008346,Spain,Madrid,Electronics,894.92,89,0.11,2023-02-07,E9603,Corporate,Low,Online
T008347,France,Lyon,Sports,852.22,94,0.1,2023-03-06,E3292,Corporate,Medium,Online
T008348,Germany,Munich,Home Goods,123.33,36,0.06,2023-08-18,E1452,Small Business,Medium,Offline
T008349,Norway,Oslo,Apparel,789.16,85,0.25,2023-01-21,E4416,Corporate,Medium,Offline
T008350,Denmark,Copenhagen,Home Goods,34.92,36,0.28,2023-01-12,E1191,Small Business,Low,Offline
T008351,Netherlands,Amsterdam,Home Goods,29.31,2,0.09,2023-09-07,E1520,Small Business,High,Online
T008352,Netherlands,Amsterdam,Electronics,588.49,17,0.23,2023-02-17,E2567,Small Business,Low,Offline
T008353,Spain,Barcelona,Apparel,32.74,41,0.16,2023-03-01,E9937,Corporate,Medium,Offline
T008354,Belgium,Ghent,Apparel,318.64,72,0.09,2023-01-19,E2383,Corporate,Medium,Online
T008355,Belgium,Brussels,Toys,58.5,70,0.26,2023-10-18,E3797,Small Business,High,Offline
T008356,United Kingdom,London,Electronics,289.88,9,0.12,2023-05-09,E8018,Corporate,Low,Offline
T008357,Germany,Frankfurt,Home Goods,966.66,86,0.28,2023-05-30,E8347,Corporate,Low,Offline
T008358,Sweden,Malmo,Home Goods,348.9,15,0.29,2023-04-12,E5688,Retail,Low,Online
T008359,Sweden,Stockholm,Apparel,759.69,38,0.09,2023-03-04,E1646,Retail,High,Offline
T008360,Denmark,Odense,Electronics,901.22,45,0.1,2023-11-11,E2273,Corporate,Medium,Offline
T008361,Norway,Bergen,Home Goods,917.89,98,0.06,2023-11-06,E2581,Corporate,Medium,Online
T008362,Denmark,Copenhagen,Electronics,120.8,96,0.19,2023-07-26,E6963,Small Business,Low,Offline
T008363,Germany,Munich,Electronics,994.57,3,0.27,2023-03-20,E1145,Retail,High,Offline
T008364,Belgium,Brussels,Apparel,93.23,10,0.23,2023-11-15,E6465,Small Business,High,Offline
T008365,United Kingdom,Birmingham,Electronics,488.58,38,0.07,2023-10-09,E9825,Corporate,Medium,Offline
T008366,Denmark,Copenhagen,Electronics,536.48,56,0.23,2023-11-08,E6596,Retail,Low,Offline
T008367,Spain,Barcelona,Sports,82.63,38,0.08,2023-04-22,E2568,Corporate,Low,Offline
T008368,Netherlands,The Hague,Apparel,420.21,98,0.28,2023-02-23,E9085,Corporate,Medium,Online
T008369,Denmark,Aarhus,Sports,617.97,53,0.1,2023-01-23,E9677,Corporate,Medium,Online
T008370,Norway,Oslo,Home Goods,95.5,27,0.08,2023-07-19,E4670,Corporate,High,Offline
T008371,Netherlands,Amsterdam,Sports,518.08,9,0.25,2023-03-25,E7751,Retail,Low,Offline
T008372,Belgium,Antwerp,Sports,617.95,28,0.17,2023-12-02,E1121,Corporate,Medium,Online
T008373,Italy,Rome,Toys,802.5,12,0.1,2023-10-16,E3932,Small Business,Medium,Offline
T008374,United Kingdom,London,Electronics,554.86,47,0.26,2023-10-14,E9986,Small Business,High,Online
T008375,United Kingdom,Manchester,Sports,491.59,79,0.18,2023-02-11,E9778,Retail,High,Offline
T008376,Sweden,Gothenburg,Sports,958.37,61,0.11,2023-08-21,E9712,Retail,Medium,Offline
T008377,Norway,Oslo,Home Goods,149.88,22,0.25,2023-09-23,E9622,Corporate,Medium,Offline
T008378,Germany,Frankfurt,Toys,449.18,19,0.07,2023-09-08,E2180,Corporate,Medium,Offline
T008379,Denmark,Aarhus,Toys,603.73,33,0.11,2023-10-04,E2652,Corporate,Low,Online
T008380,Spain,Barcelona,Electronics,204.63,32,0.18,2023-02-02,E9726,Retail,High,Online
T008381,United Kingdom,London,Electronics,736.69,6,0.29,2023-06-18,E7313,Small Business,Medium,Online
T008382,United Kingdom,Manchester,Toys,485.01,12,0.23,2023-01-29,E7537,Corporate,Low,Online
T008383,Spain,Madrid,Sports,390.64,50,0.14,2023-10-16,E3730,Corporate,Medium,Online
T008384,Netherlands,Rotterdam,Home Goods,906.78,37,0.06,2023-12-23,E7586,Small Business,Low,Online
T008385,Belgium,Antwerp,Apparel,376.53,17,0.15,2023-09-26,E2498,Small Business,High,Online
T008386,Sweden,Malmo,Toys,773.8,48,0.12,2023-01-22,E8221,Corporate,High,Online
T008387,Belgium,Antwerp,Toys,195.29,89,0.21,2023-01-18,E5030,Corporate,Medium,Offline
T008388,France,Paris,Electronics,567.42,63,0.13,2023-03-19,E7453,Retail,Medium,Offline
T008389,Sweden,Gothenburg,Sports,147.28,24,0.11,2023-02-03,E3028,Retail,Medium,Offline
T008390,Netherlands,The Hague,Apparel,854.15,25,0.17,2023-12-06,E7709,Corporate,Low,Offline
T008391,Belgium,Ghent,Apparel,124.38,97,0.16,2023-02-17,E6338,Corporate,Low,Online
T008392,Sweden,Malmo,Toys,740.4,10,0.24,2023-08-03,E7718,Small Business,Low,Offline
T008393,Denmark,Odense,Toys,669.49,74,0.11,2023-08-15,E2166,Retail,Low,Offline
T008394,Denmark,Aarhus,Electronics,36.9,47,0.16,2023-11-09,E8589,Small Business,Low,Offline
T008395,United Kingdom,Birmingham,Sports,745.72,4,0.27,2023-08-14,E4683,Small Business,Medium,Offline
T008396,Denmark,Aarhus,Sports,417.34,54,0.18,2023-01-25,E9886,Corporate,Low,Offline
T008397,France,Paris,Toys,425.88,46,0.09,2023-02-02,E3458,Retail,Medium,Online
T008398,Denmark,Copenhagen,Toys,615.44,60,0.17,2023-12-06,E9390,Corporate,Medium,Offline
T008399,Sweden,Malmo,Sports,129.2,2,0.26,2023-03-31,E2951,Retail,Low,Offline
T008400,Germany,Berlin,Apparel,173.97,6,0.14,2023-02-12,E6699,Retail,High,Offline
T008401,Denmark,Copenhagen,Electronics,899.73,68,0.25,2023-09-30,E5056,Corporate,Low,Online
T008402,Sweden,Gothenburg,Toys,620.16,7,0.27,2023-01-23,E9830,Corporate,Medium,Online
T008403,United Kingdom,Birmingham,Toys,876.13,99,0.24,2023-10-21,E2495,Corporate,High,Online
T008404,Belgium,Ghent,Toys,485.03,86,0.06,2023-11-27,E5889,Small Business,High,Online
T008405,Germany,Berlin,Home Goods,590.97,96,0.17,2023-01-06,E8837,Small Business,Low,Offline
T008406,Belgium,Brussels,Home Goods,844.94,3,0.16,2023-01-09,E3032,Retail,High,Online
T008407,France,Lyon,Toys,16.84,76,0.21,2023-03-04,E4468,Retail,Medium,Online
T008408,Italy,Rome,Toys,713.11,94,0.25,2023-07-16,E7673,Corporate,Medium,Online
T008409,Denmark,Aarhus,Toys,591.79,74,0.21,2023-08-19,E8898,Small Business,High,Online
T008410,United Kingdom,Manchester,Home Goods,185.94,97,0.29,2023-10-09,E3560,Corporate,Low,Online
T008411,Germany,Berlin,Electronics,923.08,24,0.07,2023-07-21,E7266,Corporate,Medium,Online
T008412,Belgium,Antwerp,Sports,575.59,86,0.09,2023-10-08,E6442,Retail,Low,Offline
T008413,France,Marseille,Toys,645.86,81,0.15,2023-06-02,E6328,Corporate,High,Offline
T008414,United Kingdom,Manchester,Electronics,739.46,80,0.12,2023-03-13,E9039,Corporate,Low,Offline
T008415,Germany,Berlin,Electronics,506.21,88,0.2,2023-07-05,E1390,Retail,Medium,Online
T008416,Sweden,Malmo,Toys,795.81,37,0.28,2023-10-02,E5777,Retail,Medium,Online
T008417,Spain,Madrid,Apparel,932.11,34,0.24,2023-02-02,E7024,Small Business,Medium,Offline
T008418,United Kingdom,Manchester,Toys,59.97,85,0.06,2023-12-11,E7059,Retail,High,Online
T008419,Italy,Milan,Apparel,910.59,53,0.23,2023-10-02,E6406,Corporate,Low,Online
T008420,Germany,Frankfurt,Sports,715.33,65,0.08,2023-01-25,E8861,Retail,Low,Online
T008421,Germany,Munich,Sports,885.96,50,0.08,2023-03-03,E2938,Corporate,Low,Offline
T008422,France,Paris,Apparel,654.54,94,0.11,2023-10-07,E7807,Small Business,High,Online
T008423,Netherlands,Amsterdam,Sports,751.44,61,0.18,2023-01-04,E4250,Corporate,Medium,Online
T008424,France,Marseille,Electronics,963.57,62,0.22,2023-11-04,E4208,Corporate,Low,Offline
T008425,Italy,Milan,Electronics,650.76,71,0.26,2023-06-19,E5001,Corporate,Low,Offline
T008426,Germany,Munich,Apparel,69.23,37,0.14,2023-01-09,E1067,Small Business,Medium,Online
T008427,Denmark,Copenhagen,Toys,245.37,27,0.09,2023-12-10,E1100,Retail,Low,Offline
T008428,Norway,Trondheim,Apparel,561.96,27,0.13,2023-08-08,E4537,Retail,High,Offline
T008429,Spain,Barcelona,Toys,370.08,17,0.21,2023-10-12,E8432,Retail,Medium,Online
T008430,Italy,Naples,Toys,316.97,81,0.05,2023-08-20,E5871,Small Business,Medium,Online
T008431,Germany,Munich,Toys,595.27,46,0.08,2023-08-29,E6572,Retail,High,Offline
T008432,United Kingdom,London,Toys,102.24,25,0.09,2023-10-20,E6875,Corporate,Low,Online
T008433,France,Paris,Apparel,733.75,27,0.18,2023-08-18,E7762,Retail,High,Online
T008434,Sweden,Malmo,Apparel,597.12,14,0.2,2023-12-24,E9193,Corporate,Low,Online
T008435,Germany,Munich,Electronics,217.2,20,0.23,2023-02-02,E1048,Small Business,Low,Offline
T008436,Germany,Berlin,Apparel,31.54,35,0.13,2023-05-04,E2927,Retail,Low,Offline
T008437,Norway,Oslo,Electronics,131.26,3,0.08,2023-03-07,E7989,Small Business,Medium,Offline
T008438,Belgium,Antwerp,Electronics,486.54,52,0.26,2023-10-15,E3386,Retail,High,Online
T008439,Norway,Trondheim,Apparel,598.24,6,0.07,2023-07-23,E1321,Retail,Medium,Offline
T008440,Denmark,Aarhus,Sports,22.59,72,0.07,2023-01-06,E6162,Corporate,Low,Offline
T008441,Netherlands,The Hague,Home Goods,299.49,23,0.09,2023-06-06,E4285,Corporate,High,Online
T008442,Italy,Naples,Apparel,982.24,29,0.21,2023-12-13,E2162,Corporate,High,Offline
T008443,France,Paris,Electronics,200.41,73,0.29,2023-04-02,E5298,Retail,High,Online
T008444,United Kingdom,Manchester,Toys,774.15,81,0.12,2023-09-05,E8895,Retail,High,Offline
T008445,Belgium,Ghent,Toys,846.23,90,0.23,2023-04-08,E4568,Small Business,Low,Online
T008446,Denmark,Odense,Sports,377.19,83,0.17,2023-11-04,E8257,Retail,Medium,Offline
T008447,Italy,Naples,Home Goods,992.87,84,0.15,2023-02-15,E6566,Corporate,Low,Online
T008448,Spain,Barcelona,Electronics,900.28,57,0.2,2023-02-10,E5145,Small Business,High,Online
T008449,United Kingdom,Manchester,Sports,77.95,28,0.16,2023-01-17,E2016,Small Business,Medium,Online
T008450,Netherlands,Amsterdam,Apparel,76.21,10,0.21,2023-08-01,E5740,Retail,Medium,Online
T008451,Netherlands,Rotterdam,Electronics,314.82,30,0.23,2023-04-12,E8015,Corporate,Medium,Offline
T008452,United Kingdom,Birmingham,Home Goods,720.87,29,0.12,2023-09-24,E2335,Small Business,High,Online
T008453,Belgium,Ghent,Toys,361.14,50,0.08,2023-07-21,E3134,Corporate,Low,Offline
T008454,Spain,Madrid,Home Goods,826.49,63,0.08,2023-10-17,E2106,Small Business,Low,Online
T008455,Norway,Bergen,Sports,734.13,74,0.17,2023-12-29,E1512,Small Business,Low,Online
T008456,Belgium,Ghent,Home Goods,707.32,23,0.09,2023-02-13,E4049,Corporate,Low,Offline
T008457,France,Paris,Home Goods,860.8,6,0.25,2023-03-21,E2044,Small Business,Medium,Online
T008458,Spain,Madrid,Electronics,850.25,12,0.13,2023-12-21,E6058,Corporate,Medium,Offline
T008459,Netherlands,Rotterdam,Toys,467.88,25,0.14,2023-03-09,E6027,Small Business,Medium,Offline
T008460,Netherlands,The Hague,Sports,621.15,64,0.19,2023-10-26,E6327,Small Business,Low,Offline
T008461,United Kingdom,Manchester,Home Goods,847.4,53,0.25,2023-08-21,E7344,Small Business,Medium,Offline
T008462,Netherlands,Rotterdam,Home Goods,70.33,58,0.19,2023-12-24,E2555,Retail,Low,Online
T008463,Germany,Berlin,Apparel,283.63,75,0.06,2023-03-25,E2651,Corporate,Medium,Offline
T008464,Spain,Valencia,Electronics,897.07,22,0.15,2023-06-09,E4832,Corporate,High,Online
T008465,Denmark,Odense,Electronics,393.02,98,0.22,2023-06-17,E9939,Corporate,High,Offline
T008466,Norway,Oslo,Sports,986.84,74,0.19,2023-04-20,E9970,Small Business,Medium,Offline
T008467,Italy,Milan,Apparel,77.3,59,0.18,2023-03-07,E2348,Corporate,Low,Offline
T008468,Norway,Oslo,Toys,534.77,30,0.27,2023-09-08,E8718,Corporate,Low,Offline
T008469,Spain,Madrid,Electronics,826.42,23,0.29,2023-05-27,E7855,Retail,High,Offline
T008470,Denmark,Odense,Apparel,530.38,69,0.13,2023-09-27,E3035,Small Business,Low,Online
T008471,France,Paris,Sports,915.54,16,0.13,2023-10-02,E8234,Retail,Low,Online
T008472,Denmark,Odense,Home Goods,186.14,59,0.15,2023-05-17,E5422,Corporate,Medium,Online
T008473,United Kingdom,Manchester,Sports,542.55,80,0.27,2023-03-19,E1312,Retail,High,Online
T008474,Germany,Berlin,Electronics,113.9,98,0.09,2023-11-03,E7898,Small Business,Low,Offline
T008475,Norway,Bergen,Apparel,582.94,70,0.1,2023-04-15,E2857,Retail,Low,Online
T008476,Germany,Frankfurt,Sports,241.81,75,0.08,2023-04-20,E7739,Corporate,Medium,Online
T008477,Italy,Rome,Home Goods,364.61,58,0.15,2023-04-30,E3276,Corporate,Medium,Offline
T008478,United Kingdom,London,Home Goods,450.81,49,0.14,2023-05-11,E6280,Corporate,Medium,Offline
T008479,Sweden,Stockholm,Electronics,66.4,20,0.19,2023-04-20,E4065,Small Business,Medium,Online
T008480,Netherlands,Rotterdam,Toys,189.45,79,0.06,2023-10-28,E9002,Corporate,Low,Online
T008481,Belgium,Brussels,Toys,299.44,29,0.19,2023-10-09,E9391,Corporate,Low,Online
T008482,Netherlands,Rotterdam,Home Goods,444.39,40,0.3,2023-12-16,E4122,Retail,Low,Online
T008483,Germany,Frankfurt,Toys,482.5,54,0.3,2023-11-28,E8226,Retail,Medium,Offline
T008484,France,Marseille,Electronics,183.06,38,0.14,2023-09-04,E2660,Small Business,Low,Offline
T008485,Italy,Rome,Apparel,171.42,52,0.27,2023-10-10,E9390,Retail,Low,Online
T008486,France,Marseille,Toys,775.24,64,0.21,2023-03-25,E5029,Retail,Low,Offline
T008487,Netherlands,Amsterdam,Electronics,55.32,64,0.14,2023-12-07,E1938,Small Business,Medium,Offline
T008488,Germany,Frankfurt,Toys,297.1,55,0.15,2023-11-02,E2994,Small Business,Medium,Online
T008489,Sweden,Gothenburg,Home Goods,391.07,90,0.15,2023-01-13,E9854,Small Business,Low,Online
T008490,Denmark,Aarhus,Toys,221.0,56,0.06,2023-02-13,E7633,Small Business,High,Offline
T008491,Sweden,Malmo,Apparel,190.45,7,0.11,2023-04-08,E9073,Corporate,Low,Online
T008492,Germany,Berlin,Sports,135.28,67,0.08,2023-03-23,E7572,Small Business,High,Offline
T008493,Sweden,Malmo,Electronics,671.02,53,0.17,2023-12-27,E4437,Retail,High,Online
T008494,Denmark,Copenhagen,Sports,975.45,59,0.09,2023-05-02,E7106,Small Business,Medium,Online
T008495,Norway,Bergen,Toys,651.54,98,0.15,2023-12-07,E1651,Small Business,High,Online
T008496,France,Lyon,Apparel,552.06,51,0.26,2023-01-08,E7974,Retail,Medium,Offline
T008497,Norway,Oslo,Toys,578.13,54,0.18,2023-07-28,E2626,Retail,Low,Online
T008498,Netherlands,Rotterdam,Toys,438.03,93,0.16,2023-06-22,E6852,Retail,High,Offline
T008499,Denmark,Aarhus,Electronics,584.66,69,0.15,2023-04-21,E8021,Corporate,Low,Online
T008500,Spain,Valencia,Electronics,356.83,95,0.19,2023-09-17,E2610,Small Business,Low,Online
T008501,Netherlands,Rotterdam,Apparel,76.09,36,0.24,2023-05-20,E8152,Retail,High,Online
T008502,Spain,Valencia,Home Goods,571.19,86,0.12,2023-09-28,E3247,Small Business,Low,Online
T008503,Spain,Madrid,Electronics,223.85,87,0.25,2023-01-25,E8619,Retail,Medium,Offline
T008504,Norway,Bergen,Toys,659.97,42,0.09,2023-10-05,E6428,Small Business,Low,Offline
T008505,Denmark,Odense,Apparel,736.71,60,0.14,2023-03-30,E7475,Retail,Medium,Online
T008506,Sweden,Malmo,Apparel,955.85,53,0.21,2023-05-01,E5214,Small Business,High,Online
T008507,Denmark,Odense,Electronics,220.44,14,0.09,2023-01-24,E5379,Corporate,Low,Offline
T008508,Norway,Oslo,Apparel,939.26,42,0.14,2023-05-19,E6050,Retail,High,Offline
T008509,Denmark,Odense,Toys,638.8,78,0.21,2023-12-16,E7455,Corporate,Medium,Offline
T008510,France,Marseille,Apparel,619.53,14,0.29,2023-03-17,E6395,Retail,High,Offline
T008511,Netherlands,Rotterdam,Electronics,907.75,76,0.2,2023-03-22,E3308,Retail,Medium,Offline
T008512,Norway,Oslo,Home Goods,566.88,70,0.06,2023-06-06,E4438,Corporate,High,Online
T008513,Spain,Barcelona,Toys,959.53,38,0.14,2023-05-17,E7883,Small Business,High,Online
T008514,United Kingdom,London,Electronics,745.99,29,0.13,2023-11-15,E3839,Small Business,Medium,Offline
T008515,Denmark,Aarhus,Toys,468.78,2,0.1,2023-08-21,E5503,Corporate,High,Offline
T008516,Sweden,Stockholm,Home Goods,912.83,99,0.06,2023-11-13,E8318,Corporate,Low,Online
T008517,Belgium,Antwerp,Toys,57.95,62,0.15,2023-03-09,E3072,Corporate,Medium,Online
T008518,United Kingdom,Birmingham,Apparel,406.88,62,0.06,2023-05-09,E5591,Retail,Low,Offline
T008519,Sweden,Malmo,Apparel,531.07,95,0.1,2023-01-13,E5486,Retail,Low,Online
T008520,Italy,Rome,Home Goods,613.35,97,0.2,2023-05-08,E2246,Corporate,High,Online
T008521,Italy,Naples,Toys,688.68,32,0.13,2023-11-17,E1504,Retail,Medium,Offline
T008522,Norway,Oslo,Electronics,781.51,82,0.26,2023-02-27,E1019,Small Business,Low,Offline
T008523,Spain,Madrid,Toys,244.72,80,0.27,2023-04-18,E9214,Small Business,High,Online
T008524,Belgium,Antwerp,Sports,586.36,15,0.09,2023-03-09,E3882,Retail,Medium,Offline
T008525,Italy,Milan,Toys,763.64,33,0.27,2023-12-14,E1374,Retail,Low,Offline
T008526,Netherlands,The Hague,Home Goods,272.98,70,0.19,2023-09-10,E6850,Corporate,Medium,Online
T008527,United Kingdom,London,Toys,235.78,17,0.22,2023-06-30,E5890,Corporate,High,Offline
T008528,Belgium,Ghent,Toys,775.56,84,0.23,2023-10-16,E5134,Corporate,Medium,Offline
T008529,Norway,Bergen,Toys,319.28,38,0.12,2023-07-26,E6275,Corporate,Medium,Online
T008530,Italy,Naples,Sports,969.34,55,0.05,2023-09-13,E4176,Retail,Medium,Offline
T008531,Sweden,Stockholm,Electronics,272.82,60,0.28,2023-03-14,E3275,Small Business,Low,Offline
T008532,Norway,Bergen,Sports,518.42,9,0.11,2023-08-10,E7314,Small Business,Low,Online
T008533,Italy,Milan,Toys,84.01,51,0.06,2023-06-16,E9503,Retail,High,Offline
T008534,Belgium,Antwerp,Sports,133.79,32,0.24,2023-01-30,E1690,Corporate,High,Online
T008535,Norway,Trondheim,Electronics,484.53,97,0.11,2023-05-10,E3191,Retail,Medium,Online
T008536,France,Marseille,Apparel,566.27,25,0.08,2023-12-10,E8145,Corporate,Medium,Offline
T008537,Sweden,Gothenburg,Home Goods,679.88,80,0.28,2023-06-03,E1160,Corporate,Medium,Offline
T008538,Italy,Naples,Sports,756.55,62,0.09,2023-08-06,E9316,Corporate,Low,Offline
T008539,Belgium,Ghent,Electronics,865.58,44,0.21,2023-10-10,E5682,Small Business,Medium,Online
T008540,United Kingdom,Birmingham,Apparel,528.0,45,0.28,2023-07-18,E3731,Small Business,Medium,Offline
T008541,Germany,Frankfurt,Toys,67.33,65,0.09,2023-02-25,E4789,Retail,Medium,Offline
T008542,Netherlands,Rotterdam,Toys,76.97,60,0.13,2023-12-07,E4790,Corporate,High,Offline
T008543,Belgium,Brussels,Toys,15.34,32,0.07,2023-11-04,E3537,Retail,Medium,Online
T008544,Germany,Frankfurt,Electronics,370.94,49,0.14,2023-10-14,E8729,Retail,Medium,Online
T008545,Germany,Frankfurt,Home Goods,751.59,74,0.05,2023-02-08,E8142,Corporate,High,Offline
T008546,Italy,Rome,Sports,122.54,55,0.11,2023-04-28,E4728,Corporate,Medium,Online
T008547,Germany,Frankfurt,Toys,549.85,7,0.23,2023-01-01,E7225,Corporate,Low,Online
T008548,Spain,Valencia,Electronics,620.94,34,0.05,2023-07-12,E9685,Corporate,Medium,Online
T008549,Sweden,Gothenburg,Toys,834.56,17,0.22,2023-07-11,E9069,Retail,Low,Offline
T008550,Norway,Oslo,Electronics,573.02,73,0.13,2023-11-14,E8906,Retail,Low,Online
T008551,Italy,Naples,Home Goods,708.15,16,0.1,2023-07-09,E1599,Corporate,Low,Offline
T008552,Belgium,Ghent,Apparel,478.32,46,0.2,2023-10-27,E1239,Retail,High,Online
T008553,Germany,Berlin,Home Goods,431.27,29,0.15,2023-06-01,E1306,Small Business,Low,Offline
T008554,United Kingdom,Birmingham,Electronics,959.38,14,0.18,2023-05-28,E4422,Retail,Low,Online
T008555,Spain,Barcelona,Apparel,951.11,8,0.16,2023-05-04,E6663,Corporate,High,Online
T008556,Denmark,Odense,Toys,740.46,13,0.24,2023-05-16,E6695,Retail,Medium,Online
T008557,Netherlands,Rotterdam,Electronics,930.59,92,0.24,2023-12-02,E6926,Corporate,Low,Offline
T008558,France,Marseille,Home Goods,98.73,52,0.07,2023-08-31,E9265,Small Business,High,Online
T008559,Denmark,Odense,Toys,743.92,36,0.17,2023-03-11,E5000,Small Business,Low,Offline
T008560,Spain,Barcelona,Home Goods,646.13,42,0.13,2023-08-23,E7236,Corporate,Medium,Offline
T008561,France,Paris,Apparel,547.2,35,0.27,2023-06-15,E8461,Small Business,Medium,Online
T008562,Norway,Oslo,Sports,974.81,3,0.12,2023-11-18,E6283,Corporate,High,Offline
T008563,France,Marseille,Toys,431.4,15,0.25,2023-10-09,E4705,Corporate,Low,Online
T008564,Belgium,Antwerp,Home Goods,98.98,64,0.13,2023-03-09,E7914,Retail,High,Online
T008565,Sweden,Stockholm,Toys,221.57,3,0.27,2023-07-28,E9046,Retail,Low,Online
T008566,Spain,Barcelona,Electronics,10.82,89,0.21,2023-07-31,E7095,Small Business,High,Offline
T008567,France,Paris,Home Goods,28.7,47,0.14,2023-06-29,E4891,Corporate,Low,Offline
T008568,Germany,Berlin,Apparel,737.5,9,0.13,2023-12-29,E1901,Corporate,Medium,Online
T008569,Denmark,Odense,Sports,179.92,19,0.13,2023-08-17,E5775,Small Business,High,Online
T008570,Denmark,Odense,Sports,79.42,88,0.09,2023-12-25,E1514,Corporate,High,Online
T008571,Netherlands,Amsterdam,Apparel,951.78,66,0.22,2023-05-21,E9123,Corporate,High,Online
T008572,Italy,Milan,Home Goods,924.88,61,0.17,2023-07-16,E2305,Retail,Low,Offline
T008573,United Kingdom,Manchester,Sports,24.67,27,0.1,2023-08-09,E3638,Small Business,Medium,Offline
T008574,Sweden,Gothenburg,Home Goods,267.25,99,0.24,2023-06-06,E8480,Retail,High,Offline
T008575,Norway,Bergen,Toys,447.15,44,0.28,2023-12-29,E1705,Retail,Low,Online
T008576,Denmark,Copenhagen,Sports,357.76,83,0.13,2023-02-27,E2358,Small Business,High,Online
T008577,Germany,Munich,Toys,461.56,13,0.22,2023-09-04,E8952,Retail,Medium,Offline
T008578,Sweden,Malmo,Apparel,210.47,29,0.25,2023-04-18,E3917,Corporate,High,Offline
T008579,United Kingdom,Manchester,Toys,601.03,95,0.23,2023-09-21,E4364,Retail,Medium,Offline
T008580,France,Lyon,Home Goods,793.91,7,0.1,2023-01-28,E4234,Corporate,High,Offline
T008581,France,Lyon,Electronics,135.42,89,0.13,2023-07-04,E6540,Retail,Medium,Online
T008582,United Kingdom,Birmingham,Electronics,794.88,36,0.06,2023-09-26,E3393,Corporate,Low,Offline
T008583,Spain,Barcelona,Apparel,928.62,16,0.17,2023-11-07,E5654,Small Business,Medium,Online
T008584,Netherlands,Amsterdam,Toys,541.06,59,0.22,2023-08-31,E5477,Small Business,Low,Online
T008585,France,Lyon,Sports,993.08,4,0.07,2023-02-04,E1079,Retail,Medium,Online
T008586,Norway,Trondheim,Apparel,314.17,96,0.17,2023-05-28,E2033,Corporate,Medium,Online
T008587,Norway,Oslo,Home Goods,443.05,35,0.05,2023-08-29,E2385,Small Business,Low,Offline
T008588,Belgium,Ghent,Apparel,884.48,7,0.13,2023-03-22,E8990,Small Business,Medium,Offline
T008589,Italy,Naples,Toys,968.25,23,0.27,2023-12-30,E4372,Retail,High,Offline
T008590,France,Lyon,Sports,79.11,75,0.18,2023-01-18,E4906,Small Business,High,Online
T008591,Norway,Oslo,Apparel,116.78,84,0.08,2023-01-10,E4315,Retail,Medium,Online
T008592,Germany,Berlin,Sports,932.0,23,0.19,2023-08-04,E9596,Corporate,Low,Offline
T008593,Denmark,Odense,Home Goods,843.48,75,0.28,2023-11-08,E5462,Retail,High,Online
T008594,Sweden,Gothenburg,Electronics,948.08,60,0.24,2023-05-15,E6895,Retail,Low,Online
T008595,Germany,Munich,Home Goods,163.31,55,0.25,2023-12-14,E6664,Corporate,Low,Offline
T008596,Netherlands,Rotterdam,Toys,880.78,81,0.08,2023-06-13,E1659,Corporate,High,Online
T008597,United Kingdom,London,Toys,959.52,81,0.21,2023-05-23,E3869,Retail,Medium,Online
T008598,United Kingdom,London,Apparel,164.39,96,0.13,2023-05-27,E8389,Small Business,Medium,Offline
T008599,Italy,Milan,Apparel,209.84,43,0.21,2023-02-14,E1698,Retail,Medium,Online
T008600,Germany,Munich,Sports,302.96,58,0.23,2023-03-13,E2280,Retail,High,Offline
